transaction_id,customer_id,customer_name,age,gender,city,product_category,product_id,product_name,quantity,unit_price,total_price,discount_percent,final_amount,delivery_charge,payment_method,order_date,delivery_days,order_status,return_delivery_charge,order_source,sales_channel,rating,complaint_raised,month,month_name,year
TXN-16201,CUST-1001,Rahul Sharma,65,Male,Indore,Electronics,PRD-103,MI Power Bank,1,1494.8,1494.8,5,1420.06,0,UPI,2023-09-04,3,Delivered,0,Friend Referral,App,4.0,No,9,September,2023
TXN-08868,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-402,Kore Dumbbells,1,1379.62,1379.62,10,1241.66,0,UPI,2023-09-12,2,Delivered,0,App,App,4.9,No,9,September,2023
TXN-10793,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-403,SG Cricket Bat,5,1861.73,9308.65,10,8377.78,0,Debit Card,2023-09-29,1,Delivered,0,Website,Website,4.0,No,9,September,2023
TXN-10507,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-402,Kore Dumbbells,2,1157.86,2315.72,20,1852.58,0,Debit Card,2023-10-01,3,Delivered,0,Google Search,Website,3.3,No,10,October,2023
TXN-11191,CUST-1001,Rahul Sharma,65,Male,Indore,Electronics,PRD-105,Noise Smartwatch,2,3145.64,6291.28,5,5976.72,0,COD,2023-10-01,3,Delivered,0,Mobile Web,Mobile Web,4.2,No,10,October,2023
TXN-14766,CUST-1001,Rahul Sharma,65,Male,Indore,Electronics,PRD-105,Noise Smartwatch,2,3145.64,6291.28,5,5976.72,0,COD,2023-10-01,3,Delivered,0,Mobile Web,Mobile Web,4.2,No,10,October,2023
TXN-06130,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-404,Nivia Football,2,508.38,1016.76,20,813.41,49,UPI,2023-10-20,2,Delivered,0,App,App,4.6,No,10,October,2023
TXN-09073,CUST-1001,Rahul Sharma,65,Male,Indore,Fashion,PRD-201,Cotton Kurta,1,981.35,981.35,0,981.35,49,UPI,2023-10-22,4,Delivered,0,App,App,3.3,No,10,October,2023
TXN-11987,CUST-1001,Rahul Sharma,65,Male,Indore,Electronics,PRD-105,Noise Smartwatch,2,3155.49,6310.98,15,5364.33,0,Credit Card,2023-10-22,2,Delivered,0,Instagram Ad,App,3.8,No,10,October,2023
TXN-17303,CUST-1001,Rahul Sharma,65,Male,Indore,Fashion,PRD-201,Cotton Kurta,1,981.35,981.35,0,981.35,49,UPI,2023-10-22,4,Delivered,0,App,App,3.3,No,10,October,2023
TXN-14291,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-403,SG Cricket Bat,1,1562.71,1562.71,15,1328.3,0,UPI,2023-11-02,1,Cancelled,0,App,App,,No,11,November,2023
TXN-16313,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-402,Kore Dumbbells,1,888.29,888.29,15,755.05,49,Debit Card,2023-11-10,3,Delivered,0,App,App,3.2,No,11,November,2023
TXN-02436,CUST-1001,Rahul Sharma,65,Male,Indore,Electronics,PRD-105,Noise Smartwatch,1,2194.81,2194.81,0,2194.81,0,UPI,2023-11-13,2,Delivered,0,Instagram Ad,App,4.8,No,11,November,2023
TXN-08677,CUST-1001,Rahul Sharma,65,Male,Indore,Electronics,PRD-105,Noise Smartwatch,1,2194.81,2194.81,0,2194.81,0,UPI,2023-11-13,2,Delivered,0,Instagram Ad,App,4.8,No,11,November,2023
TXN-11868,CUST-1001,Rahul Sharma,65,Male,Indore,Electronics,PRD-105,Noise Smartwatch,3,2983.91,8951.73,40,5371.04,0,Credit Card,2023-11-14,2,Delivered,0,Mobile Web,Mobile Web,4.3,No,11,November,2023
TXN-21335,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-402,Kore Dumbbells,1,985.96,985.96,20,788.77,49,Debit Card,2023-11-30,2,Delivered,0,Instagram Ad,App,4.4,No,11,November,2023
TXN-19283,CUST-1001,Rahul Sharma,65,Male,Indore,Fashion,PRD-204,Casual Shirt,2,629.63,1259.26,10,1133.33,0,COD,2023-12-04,1,Delivered,0,Facebook Ad,Mobile Web,5.0,No,12,December,2023
TXN-19440,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-402,Kore Dumbbells,1,912.38,912.38,15,775.52,49,Debit Card,2023-12-08,3,Delivered,0,App,App,3.3,No,12,December,2023
TXN-21205,CUST-1001,Rahul Sharma,65,Male,Indore,Fashion,PRD-206,Winter Jacket,2,2343.24,4686.48,15,3983.51,0,UPI,2023-12-08,4,Delivered,0,App,App,4.2,No,12,December,2023
TXN-04443,CUST-1001,Rahul Sharma,65,Male,Indore,Electronics,PRD-101,boAt Earphones,1,935.82,935.82,10,842.24,49,Debit Card,2023-12-10,3,Delivered,0,App,App,3.5,No,12,December,2023
TXN-03124,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-402,Kore Dumbbells,1,824.59,824.59,20,659.67,49,UPI,2023-12-13,1,Delivered,0,App,App,4.2,No,12,December,2023
TXN-02594,CUST-1001,Rahul Sharma,65,Male,Indore,Sports,PRD-405,Cosco Badminton Set,1,947.26,947.26,25,710.44,49,UPI,2023-12-17,3,Delivered,0,App,App,3.6,No,12,December,2023
TXN-06302,CUST-1001,Rahul Sharma,65,Male,Indore,Fashion,PRD-202,Silk Saree,2,1665.66,3331.32,5,3164.75,0,COD,2023-12-21,2,Delivered,0,App,App,4.7,No,12,December,2023
TXN-10828,CUST-1001,Rahul Sharma,65,Male,Indore,Fashion,PRD-204,Casual Shirt,3,716.68,2150.04,10,1935.04,0,UPI,2023-12-22,4,Delivered,0,Mobile Web,Mobile Web,3.2,No,12,December,2023
TXN-07061,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-401,Kobo Yoga Mat,2,684.61,1369.22,15,1163.84,0,Debit Card,2023-01-03,3,Delivered,0,Website,Website,3.3,No,1,January,2023
TXN-03588,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Fashion,PRD-205,Lehenga Choli,1,3947.8,3947.8,0,3947.8,0,Debit Card,2023-01-06,3,Delivered,0,App,App,3.2,No,1,January,2023
TXN-19493,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-105,Noise Smartwatch,1,2469.86,2469.86,0,2469.86,0,Wallet,2023-01-11,3,Delivered,79,Facebook Ad,Mobile Web,3.7,No,1,January,2023
TXN-18663,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-102,Realme Charger,2,414.43,828.86,15,704.53,49,COD,2023-01-21,6,Delivered,0,Facebook Ad,Mobile Web,2.6,No,1,January,2023
TXN-00930,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-101,boAt Earphones,2,1042.11,2084.22,0,2084.22,0,COD,2023-01-28,5,Delivered,0,Mobile Web,Mobile Web,3.8,No,1,January,2023
TXN-09531,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-402,Kore Dumbbells,1,817.72,817.72,10,735.95,49,Debit Card,2023-01-28,3,Delivered,0,App,App,4.2,No,1,January,2023
TXN-13767,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Fashion,PRD-202,Silk Saree,1,1720.62,1720.62,15,1462.53,0,Debit Card,2023-01-31,3,Delivered,0,App,App,4.1,No,1,January,2023
TXN-02155,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-102,Realme Charger,5,507.51,2537.55,15,2156.92,0,Wallet,2023-02-13,4,Delivered,0,App,App,3.6,No,2,February,2023
TXN-15326,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-102,Realme Charger,5,507.51,2537.55,15,2156.92,0,Wallet,2023-02-13,4,Delivered,0,App,App,3.6,No,2,February,2023
TXN-03669,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-403,SG Cricket Bat,1,1590.86,1590.86,10,1431.77,0,COD,2023-02-17,3,Delivered,0,App,App,4.2,No,2,February,2023
TXN-14376,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-405,Cosco Badminton Set,1,934.66,934.66,5,887.93,49,COD,2023-03-01,5,Delivered,0,Facebook Ad,Mobile Web,3.3,No,3,March,2023
TXN-14756,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-405,Cosco Badminton Set,1,934.66,934.66,5,887.93,49,COD,2023-03-01,5,Delivered,0,Facebook Ad,Mobile Web,3.3,No,3,March,2023
TXN-03036,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-105,Noise Smartwatch,1,2212.54,2212.54,0,2212.54,0,UPI,2023-03-02,3,Delivered,0,App,App,3.1,No,3,March,2023
TXN-15513,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-101,boAt Earphones,2,987.17,1974.34,0,1974.34,0,COD,2023-03-02,4,Delivered,0,Facebook Ad,Mobile Web,3.9,No,3,March,2023
TXN-02031,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-402,Kore Dumbbells,3,1381.63,4144.89,20,3315.91,0,COD,2023-03-04,3,Delivered,0,Google Search,Website,3.3,No,3,March,2023
TXN-18500,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-103,MI Power Bank,1,1249.12,1249.12,10,1124.21,0,COD,2023-03-13,6,Delivered,0,Instagram Ad,App,3.8,No,3,March,2023
TXN-06803,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-105,Noise Smartwatch,1,3231.05,3231.05,30,2261.74,0,COD,2023-03-16,3,Delivered,0,Facebook Ad,Mobile Web,4.2,No,3,March,2023
TXN-01788,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-403,SG Cricket Bat,2,1350.86,2701.72,20,2161.38,0,COD,2023-03-24,3,Delivered,0,Website,Website,4.2,No,3,March,2023
TXN-10896,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-104,Portronics Mouse,4,797.53,3190.12,10,2871.11,0,COD,2023-03-26,7,Cancelled,0,App,App,,No,3,March,2023
TXN-19019,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Fashion,PRD-201,Cotton Kurta,3,980.06,2940.18,10,2646.16,0,Wallet,2023-04-06,6,Delivered,0,Website,Website,3.9,No,4,April,2023
TXN-02184,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-405,Cosco Badminton Set,4,1160.71,4642.84,5,4410.7,0,UPI,2023-04-07,6,Delivered,0,Mobile Web,Mobile Web,2.9,No,4,April,2023
TXN-06289,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-405,Cosco Badminton Set,4,1160.71,4642.84,5,4410.7,0,UPI,2023-04-07,6,Delivered,0,Mobile Web,Mobile Web,2.9,No,4,April,2023
TXN-04688,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-404,Nivia Football,2,778.33,1556.66,25,1167.5,0,COD,2023-04-24,3,Delivered,0,Mobile Web,Mobile Web,3.8,No,4,April,2023
TXN-12495,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-102,Realme Charger,2,490.68,981.36,25,736.02,49,COD,2023-05-03,6,Delivered,0,Website,Website,2.8,No,5,May,2023
TXN-18077,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-101,boAt Earphones,4,958.84,3835.36,0,3835.36,0,UPI,2023-05-13,5,Delivered,0,App,App,3.1,No,5,May,2023
TXN-01103,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Beauty,PRD-306,Garnier Sunscreen,1,301.75,301.75,20,241.4,49,Debit Card,2023-05-15,4,Delivered,0,Friend Referral,App,4.0,No,5,May,2023
TXN-16760,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Beauty,PRD-306,Garnier Sunscreen,1,301.75,301.75,20,241.4,49,Debit Card,2023-05-15,4,Delivered,0,Friend Referral,App,4.0,No,5,May,2023
TXN-00508,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-403,SG Cricket Bat,2,1255.45,2510.9,5,2385.36,0,UPI,2023-05-17,5,Delivered,0,App,App,3.8,No,5,May,2023
TXN-18674,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-403,SG Cricket Bat,2,1255.45,2510.9,5,2385.36,0,UPI,2023-05-17,5,Delivered,0,App,App,3.8,No,5,May,2023
TXN-00156,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Fashion,PRD-203,Casual Jeans,1,939.05,939.05,10,845.14,49,Credit Card,2023-06-03,3,Delivered,0,Instagram Ad,App,4.1,No,6,June,2023
TXN-20206,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Fashion,PRD-203,Casual Jeans,1,939.05,939.05,10,845.14,49,Credit Card,2023-06-03,3,Delivered,0,Instagram Ad,App,4.1,No,6,June,2023
TXN-18069,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-403,SG Cricket Bat,4,1131.24,4524.96,0,4524.96,0,UPI,2023-06-04,5,Delivered,0,App,App,4.6,No,6,June,2023
TXN-14748,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-101,boAt Earphones,1,1068.21,1068.21,10,961.39,49,Debit Card,2023-06-06,3,Delivered,0,Website,Website,4.3,No,6,June,2023
TXN-07758,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-102,Realme Charger,3,470.76,1412.28,0,1412.28,0,COD,2023-06-12,5,Delivered,0,App,App,3.3,No,6,June,2023
TXN-12780,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-402,Kore Dumbbells,1,981.28,981.28,30,686.9,49,Credit Card,2023-06-12,5,Delivered,0,Friend Referral,App,4.7,No,6,June,2023
TXN-18470,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-106,Zebronics Keyboard,2,1072.07,2144.14,10,1929.73,0,Debit Card,2023-06-13,7,Cancelled,0,Facebook Ad,Mobile Web,,No,6,June,2023
TXN-19366,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Fashion,PRD-206,Winter Jacket,1,1459.21,1459.21,10,1313.29,0,Debit Card,2023-06-13,5,Delivered,0,App,App,3.3,No,6,June,2023
TXN-09558,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-402,Kore Dumbbells,2,1047.01,2094.02,15,1779.92,0,COD,2023-06-20,3,Delivered,0,Mobile Web,Mobile Web,3.5,No,6,June,2023
TXN-00867,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Beauty,PRD-306,Garnier Sunscreen,2,346.23,692.46,10,623.21,49,COD,2023-06-25,5,Delivered,0,Website,Website,3.3,No,6,June,2023
TXN-10661,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-103,MI Power Bank,1,1410.66,1410.66,10,1269.59,0,Debit Card,2023-07-05,4,Delivered,0,Website,Website,3.2,No,7,July,2023
TXN-10144,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-101,boAt Earphones,1,971.46,971.46,5,922.89,49,COD,2023-07-09,6,Returned,79,App,App,2.6,Yes,7,July,2023
TXN-01765,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-102,Realme Charger,1,573.32,573.32,10,515.99,49,COD,2023-07-12,4,Delivered,0,Instagram Ad,App,4.5,No,7,July,2023
TXN-20249,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Fashion,PRD-202,Silk Saree,3,2110.37,6331.11,5,6014.55,0,Credit Card,2023-07-14,5,Delivered,0,Website,Website,4.3,No,7,July,2023
TXN-01238,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Fashion,PRD-201,Cotton Kurta,2,836.51,1673.02,15,1422.07,0,COD,2023-07-19,7,Returned,79,Website,Website,1.1,Yes,7,July,2023
TXN-00780,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-405,Cosco Badminton Set,4,809.62,3238.48,15,2752.71,0,Debit Card,2023-07-21,6,Delivered,0,Facebook Ad,Mobile Web,3.3,No,7,July,2023
TXN-18527,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-405,Cosco Badminton Set,4,809.62,3238.48,15,2752.71,0,Debit Card,2023-07-21,6,Delivered,0,Facebook Ad,Mobile Web,3.3,No,7,July,2023
TXN-06499,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-105,Noise Smartwatch,1,3086.8,3086.8,15,2623.78,0,COD,2023-07-26,6,Delivered,0,App,App,2.7,No,7,July,2023
TXN-10470,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-105,Noise Smartwatch,1,3086.8,3086.8,15,2623.78,0,COD,2023-07-26,6,Delivered,0,App,App,2.7,No,7,July,2023
TXN-04956,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-403,SG Cricket Bat,2,1146.37,2292.74,0,2292.74,0,Credit Card,2023-07-27,3,Cancelled,0,App,App,,No,7,July,2023
TXN-03242,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Sports,PRD-402,Kore Dumbbells,2,1383.86,2767.72,0,2767.72,0,Debit Card,2023-08-06,5,Delivered,0,Friend Referral,App,3.1,No,8,August,2023
TXN-09211,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-101,boAt Earphones,2,1195.53,2391.06,0,2391.06,0,UPI,2023-08-09,3,Delivered,0,App,App,4.4,No,8,August,2023
TXN-08899,CUST-1002,Tarun Mishra,24,Male,Jabalpur,Electronics,PRD-104,Portronics Mouse,1,988.64,988.64,20,790.91,49,UPI,2023-08-12,7,Delivered,0,App,App,2.8,No,8,August,2023
